,CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
201,0,1920,postId,1,0,5007,0.0,0,99290,-1
202,0,1920,postId,1,0,5007,0.0,0,100216,-1
203,0,1920,postId,1,0,5007,0.0,0,102937,-1
204,0,1920,postId,1,0,5007,0.0,0,103049,-1
205,0,1920,postId,1,0,5007,0.0,0,104825,-1
206,0,1920,postId,1,0,5007,0.0,0,107658,-1
207,0,1920,postId,1,0,5007,0.0,0,109441,-1
208,0,1920,postId,1,0,5007,0.0,0,112068,-1
209,0,1920,postId,1,0,5007,0.0,0,112070,-1
210,0,1920,postId,1,0,5007,0.0,0,112517,-1
211,5,5,Score,6792,152,662,29229.0,1145,6,5
212,1,5,Score,6792,20,662,0.0,1145,12,5
216,3,5,Score,6792,22,662,0.0,1145,76,5
219,6,5,Score,6792,28,662,1990.0,1145,103,5
221,2,5,Score,6792,75,662,29261.0,1145,125,5
222,4,5,Score,6792,26,662,0.0,1145,126,5
223,0,5,Score,6792,23,662,0.0,1145,131,5
224,2,5,Score,6792,21,662,0.0,1145,139,5
233,7,5,Score,6792,156,662,64481.0,1145,423,5
234,0,5,Score,6792,40,662,0.0,1145,433,5
263,1,5,Score,6792,18,662,0.0,1145,1648,5
265,1,5,Score,6792,26,662,2762.0,1145,1826,5
266,3,5,Score,6792,17,662,0.0,1145,1828,5
279,0,5,Score,6792,21,662,9878.0,1145,2077,5
282,0,5,Score,6792,22,662,4469.0,1145,2149,5
287,1,5,Score,6792,95,662,0.0,1145,2217,5
289,2,5,Score,6792,24,662,1475.0,1145,2245,5
292,2,5,Score,6792,26,662,0.0,1145,2346,5
295,4,5,Score,6792,16,662,0.0,1145,2456,5
297,3,5,Score,6792,16,662,0.0,1145,2911,5
322,1,5,Score,6792,24,662,0.0,1145,5296,5
324,2,5,Score,6792,17,662,0.0,1145,6241,5
325,3,5,Score,6792,20,662,0.0,1145,6278,5
336,1,0,Score,457,40,47,0.0,114,25770,6
340,2,0,Score,429,21,20,1582.0,56,643,7
341,4,0,Score,429,26,20,0.0,56,2695,7
342,1,25,Score,6764,23,604,1278.0,1089,1,8
343,3,25,Score,6764,16,604,0.0,1089,16,8
344,7,25,Score,6764,41,604,67396.0,1089,36,8
346,4,25,Score,6764,33,604,0.0,1089,78,8
348,1,25,Score,6764,30,604,1220.0,1089,114,8
351,1,25,Score,6764,17,604,1022.0,1089,168,8
352,1,25,Score,6764,56,604,7733.0,1089,170,8
361,1,25,Score,6764,96,604,0.0,1089,432,8
374,3,25,Score,6764,20,604,0.0,1089,1185,8
387,4,25,Score,6764,40,604,0.0,1089,1598,8
411,0,25,Score,6764,18,604,0.0,1089,3138,8
419,0,25,Score,6764,29,604,1068.0,1089,3460,8
422,4,25,Score,6764,30,604,0.0,1089,3555,8
424,2,25,Score,6764,73,604,4526.0,1089,3814,8
467,17,0,Score,136,29,10,5877.0,10,1194,11
211,5,5,ViewCount,6792,152,662,29229.0,1145,6,5
219,6,5,ViewCount,6792,28,662,1990.0,1145,103,5
221,2,5,ViewCount,6792,75,662,29261.0,1145,125,5
233,7,5,ViewCount,6792,156,662,64481.0,1145,423,5
238,1,5,ViewCount,6792,10,662,1005.0,1145,562,5
248,1,5,ViewCount,6792,5,662,725.0,1145,898,5
265,1,5,ViewCount,6792,26,662,2762.0,1145,1826,5
270,0,5,ViewCount,6792,11,662,493.0,1145,1904,5
271,3,5,ViewCount,6792,7,662,455.0,1145,1906,5
273,0,5,ViewCount,6792,5,662,351.0,1145,1908,5
275,7,5,ViewCount,6792,3,662,286.0,1145,1912,5
278,2,5,ViewCount,6792,13,662,520.0,1145,2072,5
279,0,5,ViewCount,6792,21,662,9878.0,1145,2077,5
282,0,5,ViewCount,6792,22,662,4469.0,1145,2149,5
284,3,5,ViewCount,6792,11,662,709.0,1145,2167,5
286,2,5,ViewCount,6792,15,662,3182.0,1145,2213,5
289,2,5,ViewCount,6792,24,662,1475.0,1145,2245,5
331,2,0,ViewCount,457,2,47,647.0,114,3804,6
333,4,0,ViewCount,457,9,47,938.0,114,9329,6
334,3,0,ViewCount,457,2,47,122.0,114,21843,6
335,0,0,ViewCount,457,5,47,228.0,114,23750,6
337,1,0,ViewCount,457,4,47,981.0,114,39110,6
339,0,0,ViewCount,457,1,47,130.0,114,47256,6
340,2,0,ViewCount,429,21,20,1582.0,56,643,7
342,1,25,ViewCount,6764,23,604,1278.0,1089,1,8
344,7,25,ViewCount,6764,41,604,67396.0,1089,36,8
348,1,25,ViewCount,6764,30,604,1220.0,1089,114,8
351,1,25,ViewCount,6764,17,604,1022.0,1089,168,8
352,1,25,ViewCount,6764,56,604,7733.0,1089,170,8
372,5,25,ViewCount,6764,13,604,1765.0,1089,1173,8
383,2,25,ViewCount,6764,8,604,498.0,1089,1529,8
401,4,25,ViewCount,6764,15,604,795.0,1089,2348,8
419,0,25,ViewCount,6764,29,604,1068.0,1089,3460,8
421,0,25,ViewCount,6764,12,604,422.0,1089,3532,8
424,2,25,ViewCount,6764,73,604,4526.0,1089,3814,8
433,3,25,ViewCount,6764,12,604,1575.0,1089,5184,8
467,17,0,ViewCount,136,29,10,5877.0,10,1194,11
211,5,5,CommentCount,6792,152,662,29229.0,1145,6,5
216,3,5,CommentCount,6792,22,662,0.0,1145,76,5
219,6,5,CommentCount,6792,28,662,1990.0,1145,103,5
222,4,5,CommentCount,6792,26,662,0.0,1145,126,5
227,4,5,CommentCount,6792,6,662,0.0,1145,217,5
233,7,5,CommentCount,6792,156,662,64481.0,1145,423,5
247,6,5,CommentCount,6792,13,662,0.0,1145,827,5
255,3,5,CommentCount,6792,2,662,0.0,1145,1309,5
257,3,5,CommentCount,6792,10,662,0.0,1145,1491,5
261,4,5,CommentCount,6792,8,662,0.0,1145,1551,5
266,3,5,CommentCount,6792,17,662,0.0,1145,1828,5
271,3,5,CommentCount,6792,7,662,455.0,1145,1906,5
275,7,5,CommentCount,6792,3,662,286.0,1145,1912,5
284,3,5,CommentCount,6792,11,662,709.0,1145,2167,5
285,3,5,CommentCount,6792,15,662,0.0,1145,2172,5
294,3,5,CommentCount,6792,4,662,0.0,1145,2412,5
295,4,5,CommentCount,6792,16,662,0.0,1145,2456,5
297,3,5,CommentCount,6792,16,662,0.0,1145,2911,5
298,6,5,CommentCount,6792,1,662,0.0,1145,3055,5
299,3,5,CommentCount,6792,1,662,0.0,1145,3056,5
300,3,5,CommentCount,6792,5,662,0.0,1145,3168,5
302,5,5,CommentCount,6792,15,662,0.0,1145,3239,5
304,4,5,CommentCount,6792,6,662,0.0,1145,3414,5
305,5,5,CommentCount,6792,7,662,0.0,1145,3424,5
306,5,5,CommentCount,6792,7,662,0.0,1145,3461,5
316,4,5,CommentCount,6792,6,662,0.0,1145,3891,5
319,3,5,CommentCount,6792,6,662,0.0,1145,4635,5
323,6,5,CommentCount,6792,12,662,0.0,1145,6235,5
325,3,5,CommentCount,6792,20,662,0.0,1145,6278,5
329,3,0,CommentCount,457,6,47,0.0,114,982,6
332,5,0,CommentCount,457,1,47,0.0,114,6578,6
333,4,0,CommentCount,457,9,47,938.0,114,9329,6
334,3,0,CommentCount,457,2,47,122.0,114,21843,6
341,4,0,CommentCount,429,26,20,0.0,56,2695,7
343,3,25,CommentCount,6764,16,604,0.0,1089,16,8
344,7,25,CommentCount,6764,41,604,67396.0,1089,36,8
345,3,25,CommentCount,6764,14,604,0.0,1089,65,8
346,4,25,CommentCount,6764,33,604,0.0,1089,78,8
347,3,25,CommentCount,6764,8,604,0.0,1089,111,8
353,3,25,CommentCount,6764,4,604,0.0,1089,254,8
354,7,25,CommentCount,6764,13,604,0.0,1089,262,8
356,7,25,CommentCount,6764,6,604,0.0,1089,301,8
362,4,25,CommentCount,6764,5,604,0.0,1089,845,8
368,11,25,CommentCount,6764,6,604,0.0,1089,981,8
372,5,25,CommentCount,6764,13,604,1765.0,1089,1173,8
374,3,25,CommentCount,6764,20,604,0.0,1089,1185,8
377,4,25,CommentCount,6764,15,604,0.0,1089,1251,8
378,5,25,CommentCount,6764,11,604,0.0,1089,1291,8
384,3,25,CommentCount,6764,7,604,0.0,1089,1537,8
387,4,25,CommentCount,6764,40,604,0.0,1089,1598,8
388,4,25,CommentCount,6764,0,604,0.0,1089,1664,8
396,5,25,CommentCount,6764,7,604,0.0,1089,1816,8
398,4,25,CommentCount,6764,10,604,0.0,1089,1842,8
401,4,25,CommentCount,6764,15,604,795.0,1089,2348,8
405,3,25,CommentCount,6764,6,604,0.0,1089,2673,8
407,4,25,CommentCount,6764,6,604,0.0,1089,3085,8
410,4,25,CommentCount,6764,9,604,0.0,1089,3108,8
416,3,25,CommentCount,6764,2,604,0.0,1089,3339,8
417,6,25,CommentCount,6764,14,604,0.0,1089,3405,8
418,9,25,CommentCount,6764,2,604,0.0,1089,3453,8
422,4,25,CommentCount,6764,30,604,0.0,1089,3555,8
426,9,25,CommentCount,6764,3,604,0.0,1089,4176,8
428,5,25,CommentCount,6764,6,604,0.0,1089,4309,8
429,6,25,CommentCount,6764,7,604,0.0,1089,4311,8
430,8,25,CommentCount,6764,3,604,0.0,1089,4338,8
431,3,25,CommentCount,6764,5,604,0.0,1089,4340,8
433,3,25,CommentCount,6764,12,604,1575.0,1089,5184,8
436,4,25,CommentCount,6764,7,604,0.0,1089,6221,8
446,3,25,CommentCount,6764,3,604,0.0,1089,11803,8
447,14,25,CommentCount,6764,1,604,0.0,1089,11981,8
453,4,25,CommentCount,6764,5,604,0.0,1089,12399,8
455,6,25,CommentCount,6764,1,604,0.0,1089,12624,8
456,4,25,CommentCount,6764,7,604,0.0,1089,13455,8
458,6,25,CommentCount,6764,0,604,0.0,1089,15754,8
467,17,0,CommentCount,136,29,10,5877.0,10,1194,11
